Station,To,Departure,Arrival,Type,ID
Rsw,Gvmw,2025-10-04 06:23:00,2025-10-04 06:26:00,Spr,16908181
Gvmw,Gv,2025-10-04 06:26:00,2025-10-04 06:30:00,Spr,16908181
Gv,Gvc,2025-10-04 06:31:00,2025-10-04 06:34:00,Spr,16908181
Zv,Ah,2025-10-04 07:04:00,2025-10-04 07:15:00,Spr,16908184
Zl,Lls,2025-10-04 05:46:00,2025-10-04 06:11:00,Int,16908187
Lls,Alm,2025-10-04 06:12:00,2025-10-04 06:26:00,Int,16908187
Alm,Asdz,2025-10-04 06:28:00,2025-10-04 06:49:00,Int,16908187
Asdz,Shl,2025-10-04 06:54:00,2025-10-04 07:00:00,Int,16908187
Es,Hgl,2025-10-04 05:46:00,2025-10-04 05:53:00,Int,16908188
Hgl,Aml,2025-10-04 05:54:00,2025-10-04 06:05:00,Int,16908188
Aml,Dv,2025-10-04 06:06:00,2025-10-04 06:30:00,Int,16908188
Dv,Apd,2025-10-04 06:33:00,2025-10-04 06:43:00,Int,16908188
Apd,Amf,2025-10-04 06:44:00,2025-10-04 07:08:00,Int,16908188
Amf,Ut,2025-10-04 07:10:00,2025-10-04 07:23:00,Int,16908188
Ut,Gd,2025-10-04 07:33:00,2025-10-04 07:51:00,Int,16908188
Gd,Rta,2025-10-04 07:52:00,2025-10-04 08:01:00,Int,16908188
Rta,Rtd,2025-10-04 08:01:00,2025-10-04 08:10:00,Int,16908188
Hvs,Hvsp,2025-10-04 05:47:00,2025-10-04 05:50:00,Spr,16908189
Hvsp,Hor,2025-10-04 05:50:00,2025-10-04 05:54:00,Spr,16908189
Hor,Uto,2025-10-04 05:54:00,2025-10-04 06:02:00,Spr,16908189
Uto,Ut,2025-10-04 06:02:00,2025-10-04 06:06:00,Spr,16908189
Hfd,Shl,2025-10-04 05:47:00,2025-10-04 05:51:00,Spr,16908190
Shl,Asdl,2025-10-04 05:53:00,2025-10-04 06:00:00,Spr,16908190
Asdl,Ass,2025-10-04 06:00:00,2025-10-04 06:03:00,Spr,16908190
Ass,Asd,2025-10-04 06:03:00,2025-10-04 06:09:00,Spr,16908190
Gn,Gnn,2025-10-04 05:47:00,2025-10-04 05:51:00,Spr,16908191
Gnn,Swd,2025-10-04 05:52:00,2025-10-04 05:57:00,Spr,16908191
Swd,Wsm,2025-10-04 05:59:00,2025-10-04 06:05:00,Spr,16908191
Wsm,Bf,2025-10-04 06:05:00,2025-10-04 06:09:00,Spr,16908191
Bf,Wfm,2025-10-04 06:09:00,2025-10-04 06:14:00,Spr,16908191
Wfm,Ust,2025-10-04 06:15:00,2025-10-04 06:19:00,Spr,16908191
Ust,Uhz,2025-10-04 06:19:00,2025-10-04 06:24:00,Spr,16908191
Uhz,Uhm,2025-10-04 06:24:00,2025-10-04 06:29:00,Spr,16908191
Uhm,Rd,2025-10-04 06:30:00,2025-10-04 06:34:00,Spr,16908191
Rd,Eem,2025-10-04 06:35:00,2025-10-04 06:43:00,Spr,16908191
Utg,Kma,2025-10-04 05:48:00,2025-10-04 05:52:00,Spr,16908194
Kma,Wm,2025-10-04 05:52:00,2025-10-04 05:56:00,Spr,16908194
Wm,Zzs,2025-10-04 05:56:00,2025-10-04 05:59:00,Spr,16908194
Zzs,Kz,2025-10-04 05:59:00,2025-10-04 06:01:00,Spr,16908194
Kz,Zd,2025-10-04 06:01:00,2025-10-04 06:05:00,Spr,16908194
Zd,Ass,2025-10-04 06:05:00,2025-10-04 06:11:00,Spr,16908194
Ass,Asd,2025-10-04 06:11:00,2025-10-04 06:17:00,Spr,16908194
Asd,Asdm,2025-10-04 06:19:00,2025-10-04 06:24:00,Spr,16908194
Asdm,Asa,2025-10-04 06:24:00,2025-10-04 06:28:00,Spr,16908194
Asa,Dvd,2025-10-04 06:28:00,2025-10-04 06:31:00,Spr,16908194
Dvd,Asb,2025-10-04 06:31:00,2025-10-04 06:34:00,Spr,16908194
Asb,Ashd,2025-10-04 06:34:00,2025-10-04 06:36:00,Spr,16908194
Ashd,Ac,2025-10-04 06:36:00,2025-10-04 06:40:00,Spr,16908194
Ac,Bkl,2025-10-04 06:40:00,2025-10-04 06:48:00,Spr,16908194
Bkl,Wd,2025-10-04 06:48:00,2025-10-04 06:56:00,Spr,16908194
Wd,Gdg,2025-10-04 06:58:00,2025-10-04 07:07:00,Spr,16908194
Gdg,Gd,2025-10-04 07:07:00,2025-10-04 07:10:00,Spr,16908194
Gd,Nwk,2025-10-04 07:11:00,2025-10-04 07:18:00,Spr,16908194
Nwk,Cps,2025-10-04 07:18:00,2025-10-04 07:21:00,Spr,16908194
Cps,Rta,2025-10-04 07:21:00,2025-10-04 07:24:00,Spr,16908194
Rta,Rtn,2025-10-04 07:24:00,2025-10-04 07:28:00,Spr,16908194
Rtn,Rtd,2025-10-04 07:28:00,2025-10-04 07:34:00,Spr,16908194
Dz,Dzw,2025-10-04 05:49:00,2025-10-04 05:53:00,Spr,16908195
Dzw,Apg,2025-10-04 05:53:00,2025-10-04 05:59:00,Spr,16908195
Apg,Lp,2025-10-04 05:59:00,2025-10-04 06:14:00,Spr,16908195
Lp,Stm,2025-10-04 06:14:00,2025-10-04 06:26:00,Spr,16908195
Ut,Utzl,2025-10-04 05:49:00,2025-10-04 05:52:00,Spr,16908196
Utzl,Mas,2025-10-04 05:52:00,2025-10-04 05:56:00,Spr,16908196
Mas,Bkl,2025-10-04 05:56:00,2025-10-04 06:00:00,Spr,16908196
Asd,Ass,2025-10-04 05:49:00,2025-10-04 05:54:00,Spr,16908197
Ass,Asdl,2025-10-04 05:55:00,2025-10-04 05:59:00,Spr,16908197
Asdl,Shl,2025-10-04 05:59:00,2025-10-04 06:05:00,Spr,16908197
Shl,Hfd,2025-10-04 06:08:00,2025-10-04 06:12:00,Spr,16908197
Gd,Gdg,2025-10-04 05:49:00,2025-10-04 05:52:00,Spr,16908198
Gdg,Wd,2025-10-04 05:52:00,2025-10-04 06:01:00,Spr,16908198
Wd,Bkl,2025-10-04 06:03:00,2025-10-04 06:11:00,Spr,16908198
Bkl,Ac,2025-10-04 06:11:00,2025-10-04 06:19:00,Spr,16908198
Ac,Ashd,2025-10-04 06:19:00,2025-10-04 06:22:00,Spr,16908198
Ashd,Asb,2025-10-04 06:22:00,2025-10-04 06:25:00,Spr,16908198
Asb,Dvd,2025-10-04 06:25:00,2025-10-04 06:28:00,Spr,16908198
Dvd,Asa,2025-10-04 06:28:00,2025-10-04 06:32:00,Spr,16908198
Asa,Asdm,2025-10-04 06:32:00,2025-10-04 06:35:00,Spr,16908198
Asdm,Asd,2025-10-04 06:35:00,2025-10-04 06:41:00,Spr,16908198
Asd,Ass,2025-10-04 06:43:00,2025-10-04 06:48:00,Spr,16908198
Ass,Zd,2025-10-04 06:48:00,2025-10-04 06:55:00,Spr,16908198
Zd,Kz,2025-10-04 06:55:00,2025-10-04 06:58:00,Spr,16908198
Kz,Zzs,2025-10-04 06:58:00,2025-10-04 07:00:00,Spr,16908198
Zzs,Wm,2025-10-04 07:00:00,2025-10-04 07:03:00,Spr,16908198
Wm,Kma,2025-10-04 07:04:00,2025-10-04 07:07:00,Spr,16908198
Kma,Utg,2025-10-04 07:07:00,2025-10-04 07:12:00,Spr,16908198
Utg,Cas,2025-10-04 07:13:00,2025-10-04 07:17:00,Spr,16908198
Cas,Hlo,2025-10-04 07:17:00,2025-10-04 07:23:00,Spr,16908198
Hlo,Amr,2025-10-04 07:23:00,2025-10-04 07:28:00,Spr,16908198
Amr,Amrn,2025-10-04 07:30:00,2025-10-04 07:33:00,Spr,16908198
Amrn,Hwd,2025-10-04 07:33:00,2025-10-04 07:38:00,Spr,16908198
Hwd,Obd,2025-10-04 07:38:00,2025-10-04 07:43:00,Spr,16908198
Obd,Hn,2025-10-04 07:44:00,2025-10-04 07:53:00,Spr,16908198
Hnk,Hn,2025-10-04 05:50:00,2025-10-04 05:54:00,Spr,16908200
Hn,Pmo,2025-10-04 05:55:00,2025-10-04 06:07:00,Spr,16908200
Pmo,Pmr,2025-10-04 06:07:00,2025-10-04 06:10:00,Spr,16908200
Pmr,Pmw,2025-10-04 06:10:00,2025-10-04 06:12:00,Spr,16908200
Pmw,Zdk,2025-10-04 06:12:00,2025-10-04 06:19:00,Spr,16908200
Zdk,Zd,2025-10-04 06:19:00,2025-10-04 06:22:00,Spr,16908200
Zd,Ass,2025-10-04 06:29:00,2025-10-04 06:35:00,Spr,16908200
Ass,Asdl,2025-10-04 06:36:00,2025-10-04 06:40:00,Spr,16908200
Asdl,Shl,2025-10-04 06:40:00,2025-10-04 06:46:00,Spr,16908200
Shl,Hfd,2025-10-04 06:47:00,2025-10-04 06:52:00,Spr,16908200
Vs,Vss,2025-10-04 05:50:00,2025-10-04 05:54:00,Int,16908201
Vss,Mdb,2025-10-04 05:54:00,2025-10-04 05:58:00,Int,16908201
Mdb,Arn,2025-10-04 05:58:00,2025-10-04 06:03:00,Int,16908201
Arn,Gs,2025-10-04 06:03:00,2025-10-04 06:13:00,Int,16908201
Gs,Bzl,2025-10-04 06:13:00,2025-10-04 06:18:00,Int,16908201
Bzl,Krg,2025-10-04 06:18:00,2025-10-04 06:24:00,Int,16908201
Krg,Kbd,2025-10-04 06:24:00,2025-10-04 06:29:00,Int,16908201
Kbd,Rb,2025-10-04 06:29:00,2025-10-04 06:34:00,Int,16908201
Rb,Bgn,2025-10-04 06:34:00,2025-10-04 06:44:00,Int,16908201
Bgn,Rsd,2025-10-04 06:44:00,2025-10-04 06:54:00,Int,16908201
Rsd,Ddr,2025-10-04 07:01:00,2025-10-04 07:23:00,Int,16908201
Ddr,Rtb,2025-10-04 07:24:00,2025-10-04 07:35:00,Int,16908201
Rtb,Rtd,2025-10-04 07:35:00,2025-10-04 07:38:00,Int,16908201
Rtd,Sdm,2025-10-04 07:41:00,2025-10-04 07:46:00,Int,16908201
Sdm,Dt,2025-10-04 07:46:00,2025-10-04 07:54:00,Int,16908201
Dt,Gv,2025-10-04 07:54:00,2025-10-04 08:01:00,Int,16908201
Gv,Laa,2025-10-04 08:02:00,2025-10-04 08:05:00,Int,16908201
Laa,Ledn,2025-10-04 08:05:00,2025-10-04 08:14:00,Int,16908201
Ledn,Had,2025-10-04 08:16:00,2025-10-04 08:31:00,Int,16908201
Had,Hlm,2025-10-04 08:31:00,2025-10-04 08:36:00,Int,16908201
Hlm,Ass,2025-10-04 08:40:00,2025-10-04 08:49:00,Int,16908201
Ass,Asd,2025-10-04 08:49:00,2025-10-04 08:55:00,Int,16908201
Ehv,Ehs,2025-10-04 05:51:00,2025-10-04 05:54:00,Spr,16908203
Ehs,Bet,2025-10-04 05:54:00,2025-10-04 06:00:00,Spr,16908203
Bet,Btl,2025-10-04 06:00:00,2025-10-04 06:07:00,Spr,16908203
Btl,Ot,2025-10-04 06:07:00,2025-10-04 06:14:00,Spr,16908203
Ot,Tb,2025-10-04 06:14:00,2025-10-04 06:20:00,Spr,16908203
Tb,Tbu,2025-10-04 06:23:00,2025-10-04 06:28:00,Spr,16908203
Zl,Wz,2025-10-04 05:53:00,2025-10-04 06:00:00,Spr,16908204
Wz,Hde,2025-10-04 06:00:00,2025-10-04 06:06:00,Spr,16908204
Hde,Ns,2025-10-04 06:06:00,2025-10-04 06:12:00,Spr,16908204
Ns,Hd,2025-10-04 06:12:00,2025-10-04 06:20:00,Spr,16908204
Hd,Eml,2025-10-04 06:20:00,2025-10-04 06:24:00,Spr,16908204
Eml,Pt,2025-10-04 06:24:00,2025-10-04 06:29:00,Spr,16908204
Pt,Nkk,2025-10-04 06:29:00,2025-10-04 06:34:00,Spr,16908204
Nkk,Avat,2025-10-04 06:34:00,2025-10-04 06:39:00,Spr,16908204
Avat,Amfs,2025-10-04 06:39:00,2025-10-04 06:42:00,Spr,16908204
Amfs,Amf,2025-10-04 06:42:00,2025-10-04 06:46:00,Spr,16908204
Amf,Dld,2025-10-04 06:49:00,2025-10-04 06:56:00,Spr,16908204
Dld,Bhv,2025-10-04 06:56:00,2025-10-04 07:00:00,Spr,16908204
Bhv,Uto,2025-10-04 07:00:00,2025-10-04 07:05:00,Spr,16908204
Uto,Ut,2025-10-04 07:05:00,2025-10-04 07:09:00,Spr,16908204
Shl,Ledn,2025-10-04 05:55:00,2025-10-04 06:13:00,Int,16908205
Ledn,Gvc,2025-10-04 06:18:00,2025-10-04 06:29:00,Int,16908205
Ut,Uto,2025-10-04 05:55:00,2025-10-04 05:59:00,Spr,16908206
Uto,Hvsp,2025-10-04 05:59:00,2025-10-04 06:09:00,Spr,16908206
Hvsp,Hvs,2025-10-04 06:09:00,2025-10-04 06:11:00,Spr,16908206
Gvc,Laa,2025-10-04 05:55:00,2025-10-04 05:58:00,Spr,16908207
Laa,Gvm,2025-10-04 05:58:00,2025-10-04 06:01:00,Spr,16908207
Gvm,Vst,2025-10-04 06:01:00,2025-10-04 06:06:00,Spr,16908207
Vst,Dvnk,2025-10-04 06:06:00,2025-10-04 06:09:00,Spr,16908207
Dvnk,Ledn,2025-10-04 06:09:00,2025-10-04 06:13:00,Spr,16908207
Ledn,Vh,2025-10-04 06:20:00,2025-10-04 06:25:00,Spr,16908207
Vh,Hil,2025-10-04 06:25:00,2025-10-04 06:32:00,Spr,16908207
Hil,Had,2025-10-04 06:32:00,2025-10-04 06:37:00,Spr,16908207
Had,Hlm,2025-10-04 06:37:00,2025-10-04 06:42:00,Spr,16908207
Gvc,Gv,2025-10-04 05:56:00,2025-10-04 05:59:00,Spr,16908208
Gv,Gvmw,2025-10-04 06:00:00,2025-10-04 06:03:00,Spr,16908208
Gvmw,Rsw,2025-10-04 06:03:00,2025-10-04 06:06:00,Spr,16908208
Rsw,Dt,2025-10-04 06:06:00,2025-10-04 06:10:00,Spr,16908208
Dt,Dtz,2025-10-04 06:10:00,2025-10-04 06:13:00,Spr,16908208
Dtz,Sdm,2025-10-04 06:13:00,2025-10-04 06:20:00,Spr,16908208
Sdm,Rtd,2025-10-04 06:20:00,2025-10-04 06:24:00,Spr,16908208
Rtd,Rtb,2025-10-04 06:27:00,2025-10-04 06:30:00,Spr,16908208
Rtb,Rtz,2025-10-04 06:30:00,2025-10-04 06:33:00,Spr,16908208
Rtz,Rlb,2025-10-04 06:33:00,2025-10-04 06:36:00,Spr,16908208
Rlb,Brd,2025-10-04 06:36:00,2025-10-04 06:40:00,Spr,16908208
Brd,Zwd,2025-10-04 06:40:00,2025-10-04 06:45:00,Spr,16908208
Zwd,Ddr,2025-10-04 06:45:00,2025-10-04 06:49:00,Spr,16908208
Lls,Almo,2025-10-04 05:56:00,2025-10-04 06:06:00,Spr,16908209
Almo,Almb,2025-10-04 06:06:00,2025-10-04 06:09:00,Spr,16908209
Almb,Almp,2025-10-04 06:09:00,2025-10-04 06:13:00,Spr,16908209
Almp,Alm,2025-10-04 06:13:00,2025-10-04 06:15:00,Spr,16908209
Alm,Almm,2025-10-04 06:16:00,2025-10-04 06:19:00,Spr,16908209
Almm,Ampo,2025-10-04 06:19:00,2025-10-04 06:23:00,Spr,16908209
Ampo,Wp,2025-10-04 06:23:00,2025-10-04 06:30:00,Spr,16908209
Wp,Dmnz,2025-10-04 06:41:00,2025-10-04 06:47:00,Spr,16908209
Dmnz,Dvd,2025-10-04 06:47:00,2025-10-04 06:50:00,Spr,16908209
Dvd,Rai,2025-10-04 06:50:00,2025-10-04 06:53:00,Spr,16908209
Rai,Asdz,2025-10-04 06:54:00,2025-10-04 06:57:00,Spr,16908209
Asdz,Shl,2025-10-04 06:58:00,2025-10-04 07:04:00,Spr,16908209
Shl,Hfd,2025-10-04 07:06:00,2025-10-04 07:10:00,Spr,16908209
Hfd,Nvp,2025-10-04 07:10:00,2025-10-04 07:15:00,Spr,16908209
Nvp,Ssh,2025-10-04 07:15:00,2025-10-04 07:22:00,Spr,16908209
Ssh,Ledn,2025-10-04 07:22:00,2025-10-04 07:27:00,Spr,16908209
Ledn,Dvnk,2025-10-04 07:29:00,2025-10-04 07:33:00,Spr,16908209
Dvnk,Vst,2025-10-04 07:33:00,2025-10-04 07:36:00,Spr,16908209
Vst,Gvm,2025-10-04 07:36:00,2025-10-04 07:41:00,Spr,16908209
Gvm,Laa,2025-10-04 07:41:00,2025-10-04 07:44:00,Spr,16908209
Laa,Gvc,2025-10-04 07:44:00,2025-10-04 07:47:00,Spr,16908209
Ht,Tb,2025-10-04 05:57:00,2025-10-04 06:36:00,Int,16908210
Ddr,Ddzd,2025-10-04 05:58:00,2025-10-04 06:02:00,Spr,16908211
Ddzd,Zlw,2025-10-04 06:02:00,2025-10-04 06:09:00,Spr,16908211
Zlw,Bdpb,2025-10-04 06:10:00,2025-10-04 06:17:00,Spr,16908211
Bdpb,Bd,2025-10-04 06:17:00,2025-10-04 06:22:00,Spr,16908211
Bd,Gz,2025-10-04 06:23:00,2025-10-04 06:31:00,Spr,16908211
Gz,Tbr,2025-10-04 06:31:00,2025-10-04 06:35:00,Spr,16908211
Tbr,Tbu,2025-10-04 06:35:00,2025-10-04 06:39:00,Spr,16908211
Tbu,Tb,2025-10-04 06:39:00,2025-10-04 06:42:00,Spr,16908211
Asn,Bl,2025-10-04 05:58:00,2025-10-04 06:08:00,Int,16908212
Bl,Hgv,2025-10-04 06:08:00,2025-10-04 06:17:00,Int,16908212
Hgv,Mp,2025-10-04 06:17:00,2025-10-04 06:29:00,Int,16908212
Mp,Zl,2025-10-04 06:29:00,2025-10-04 06:44:00,Int,16908212
Zl,Lls,2025-10-04 06:46:00,2025-10-04 07:11:00,Int,16908212
Lls,Alm,2025-10-04 07:12:00,2025-10-04 07:26:00,Int,16908212
Alm,Asdz,2025-10-04 07:28:00,2025-10-04 07:48:00,Int,16908212
Asdz,Shl,2025-10-04 07:54:00,2025-10-04 08:00:00,Int,16908212
Gn,Gerp,2025-10-04 05:59:00,2025-10-04 06:01:00,Spr,16908213
Gerp,Kw,2025-10-04 06:01:00,2025-10-04 06:11:00,Spr,16908213
Kw,Mth,2025-10-04 06:11:00,2025-10-04 06:13:00,Spr,16908213
Mth,Hgz,2025-10-04 06:13:00,2025-10-04 06:16:00,Spr,16908213
Hgz,Zb,2025-10-04 06:16:00,2025-10-04 06:22:00,Spr,16908213
Zb,Vdm,2025-10-04 06:22:00,2025-10-04 06:29:00,Spr,16908213
Vl,Br,2025-10-04 05:59:00,2025-10-04 06:01:00,Spr,16908214
Br,Vry,2025-10-04 06:01:00,2025-10-04 06:14:00,Spr,16908214
Vry,Vlb,2025-10-04 06:15:00,2025-10-04 06:20:00,Spr,16908214
Vlb,Bmr,2025-10-04 06:21:00,2025-10-04 06:26:00,Spr,16908214
Bmr,Ck,2025-10-04 06:30:00,2025-10-04 06:37:00,Spr,16908214
Ck,Mmlh,2025-10-04 06:38:00,2025-10-04 06:42:00,Spr,16908214
Mmlh,Nmh,2025-10-04 06:42:00,2025-10-04 06:47:00,Spr,16908214
Nmh,Nm,2025-10-04 06:48:00,2025-10-04 06:52:00,Spr,16908214
Ut,Utlr,2025-10-04 06:00:00,2025-10-04 06:10:00,Spr,16908215
Utlr,Utt,2025-10-04 06:10:00,2025-10-04 06:15:00,Spr,16908215
Utt,Vtn,2025-10-04 06:15:00,2025-10-04 06:25:00,Spr,16908215
Vtn,Wd,2025-10-04 06:25:00,2025-10-04 06:45:00,Spr,16908215
Gvc,Ledn,2025-10-04 06:00:00,2025-10-04 06:11:00,Int,16908216
Ledn,Shl,2025-10-04 06:16:00,2025-10-04 06:33:00,Int,16908216
Shl,Asdz,2025-10-04 06:35:00,2025-10-04 06:41:00,Int,16908216
Asdz,Asb,2025-10-04 06:42:00,2025-10-04 06:48:00,Int,16908216
Asb,Ut,2025-10-04 06:48:00,2025-10-04 07:05:00,Int,16908216
Amf,Brn,2025-10-04 06:01:00,2025-10-04 06:08:00,Spr,16908217
Brn,Hvs,2025-10-04 06:08:00,2025-10-04 06:14:00,Spr,16908217
Hvs,Hvsm,2025-10-04 06:15:00,2025-10-04 06:17:00,Spr,16908217
Hvsm,Bsmz,2025-10-04 06:17:00,2025-10-04 06:21:00,Spr,16908217
Bsmz,Ndb,2025-10-04 06:21:00,2025-10-04 06:24:00,Spr,16908217
Ndb,Wp,2025-10-04 06:24:00,2025-10-04 06:30:00,Spr,16908217
Wp,Dmn,2025-10-04 06:32:00,2025-10-04 06:37:00,Spr,16908217
Dmn,Assp,2025-10-04 06:37:00,2025-10-04 06:40:00,Spr,16908217
Assp,Asdm,2025-10-04 06:40:00,2025-10-04 06:43:00,Spr,16908217
Asdm,Asd,2025-10-04 06:43:00,2025-10-04 06:49:00,Spr,16908217
Rsd,Ddr,2025-10-04 06:01:00,2025-10-04 06:23:00,Int,16908218
Ddr,Rtb,2025-10-04 06:24:00,2025-10-04 06:35:00,Int,16908218
Rtb,Rtd,2025-10-04 06:35:00,2025-10-04 06:38:00,Int,16908218
Rtd,Sdm,2025-10-04 06:41:00,2025-10-04 06:46:00,Int,16908218
Sdm,Dt,2025-10-04 06:46:00,2025-10-04 06:54:00,Int,16908218
Dt,Gv,2025-10-04 06:54:00,2025-10-04 07:01:00,Int,16908218
Gv,Laa,2025-10-04 07:02:00,2025-10-04 07:05:00,Int,16908218
Laa,Ledn,2025-10-04 07:05:00,2025-10-04 07:14:00,Int,16908218
Ledn,Had,2025-10-04 07:16:00,2025-10-04 07:31:00,Int,16908218
Had,Hlm,2025-10-04 07:31:00,2025-10-04 07:36:00,Int,16908218
Hlm,Ass,2025-10-04 07:40:00,2025-10-04 07:49:00,Int,16908218
Ass,Asd,2025-10-04 07:49:00,2025-10-04 07:55:00,Int,16908218
Hfd,Shl,2025-10-04 06:02:00,2025-10-04 06:06:00,Spr,16908219
Shl,Asdl,2025-10-04 06:09:00,2025-10-04 06:15:00,Spr,16908219
Asdl,Ass,2025-10-04 06:15:00,2025-10-04 06:19:00,Spr,16908219
Ass,Asd,2025-10-04 06:19:00,2025-10-04 06:25:00,Spr,16908219
Rtd,Rtb,2025-10-04 06:02:00,2025-10-04 06:05:00,Spr,16908220
Rtb,Rtz,2025-10-04 06:05:00,2025-10-04 06:08:00,Spr,16908220
Rtz,Rlb,2025-10-04 06:08:00,2025-10-04 06:11:00,Spr,16908220
Rlb,Brd,2025-10-04 06:11:00,2025-10-04 06:15:00,Spr,16908220
Brd,Zwd,2025-10-04 06:15:00,2025-10-04 06:21:00,Spr,16908220
Zwd,Ddr,2025-10-04 06:21:00,2025-10-04 06:24:00,Spr,16908220
Amr,Hlo,2025-10-04 06:02:00,2025-10-04 06:07:00,Spr,16908221
Hlo,Cas,2025-10-04 06:07:00,2025-10-04 06:12:00,Spr,16908221
Cas,Utg,2025-10-04 06:12:00,2025-10-04 06:17:00,Spr,16908221
Utg,Kma,2025-10-04 06:18:00,2025-10-04 06:23:00,Spr,16908221
Kma,Wm,2025-10-04 06:23:00,2025-10-04 06:26:00,Spr,16908221
Wm,Zzs,2025-10-04 06:26:00,2025-10-04 06:29:00,Spr,16908221
Zzs,Kz,2025-10-04 06:29:00,2025-10-04 06:32:00,Spr,16908221
Kz,Zd,2025-10-04 06:32:00,2025-10-04 06:35:00,Spr,16908221
Zd,Ass,2025-10-04 06:35:00,2025-10-04 06:41:00,Spr,16908221
Ass,Asd,2025-10-04 06:41:00,2025-10-04 06:47:00,Spr,16908221
Asd,Asdm,2025-10-04 06:49:00,2025-10-04 06:54:00,Spr,16908221
Asdm,Asa,2025-10-04 06:54:00,2025-10-04 06:58:00,Spr,16908221
Asa,Dvd,2025-10-04 06:58:00,2025-10-04 07:01:00,Spr,16908221
Dvd,Asb,2025-10-04 07:01:00,2025-10-04 07:04:00,Spr,16908221
Asb,Ashd,2025-10-04 07:04:00,2025-10-04 07:06:00,Spr,16908221
Ashd,Ac,2025-10-04 07:06:00,2025-10-04 07:10:00,Spr,16908221
Ac,Bkl,2025-10-04 07:10:00,2025-10-04 07:18:00,Spr,16908221
Bkl,Wd,2025-10-04 07:18:00,2025-10-04 07:26:00,Spr,16908221
Wd,Gdg,2025-10-04 07:28:00,2025-10-04 07:37:00,Spr,16908221
Gdg,Gd,2025-10-04 07:37:00,2025-10-04 07:40:00,Spr,16908221
Gd,Nwk,2025-10-04 07:41:00,2025-10-04 07:48:00,Spr,16908221
Nwk,Cps,2025-10-04 07:48:00,2025-10-04 07:51:00,Spr,16908221
Cps,Rta,2025-10-04 07:51:00,2025-10-04 07:54:00,Spr,16908221
Rta,Rtn,2025-10-04 07:54:00,2025-10-04 07:58:00,Spr,16908221
Rtn,Rtd,2025-10-04 07:58:00,2025-10-04 08:04:00,Spr,16908221
Mtr,Mt,2025-10-04 06:03:00,2025-10-04 06:06:00,Spr,16908223
Mt,Bde,2025-10-04 06:11:00,2025-10-04 06:16:00,Spr,16908223
Bde,Bk,2025-10-04 06:16:00,2025-10-04 06:22:00,Spr,16908223
Bk,Lut,2025-10-04 06:22:00,2025-10-04 06:25:00,Spr,16908223
Lut,Std,2025-10-04 06:27:00,2025-10-04 06:31:00,Spr,16908223
Std,Srn,2025-10-04 06:38:00,2025-10-04 06:43:00,Spr,16908223
Srn,Ec,2025-10-04 06:43:00,2025-10-04 06:47:00,Spr,16908223
Ec,Rm,2025-10-04 06:47:00,2025-10-04 06:55:00,Spr,16908223
Gn,Gnn,2025-10-04 06:04:00,2025-10-04 06:08:00,Spr,16908224
Gnn,Swd,2025-10-04 06:08:00,2025-10-04 06:13:00,Spr,16908224
Swd,Bdm,2025-10-04 06:15:00,2025-10-04 06:19:00,Spr,16908224
Bdm,Stm,2025-10-04 06:19:00,2025-10-04 06:25:00,Spr,16908224
Btl,Vg,2025-10-04 06:05:00,2025-10-04 06:26:00,Spr,16908225
Vg,Ht,2025-10-04 06:26:00,2025-10-04 06:40:00,Spr,16908225
Asd,Ass,2025-10-04 06:05:00,2025-10-04 06:10:00,Spr,16908226
Ass,Asdl,2025-10-04 06:10:00,2025-10-04 06:14:00,Spr,16908226
Asdl,Shl,2025-10-04 06:14:00,2025-10-04 06:20:00,Spr,16908226
Shl,Hfd,2025-10-04 06:23:00,2025-10-04 06:27:00,Spr,16908226
Dn,Hmbh,2025-10-04 06:06:00,2025-10-04 06:11:00,Spr,16908228
Hmbh,Hm,2025-10-04 06:11:00,2025-10-04 06:15:00,Spr,16908228
Hm,Hmh,2025-10-04 06:15:00,2025-10-04 06:18:00,Spr,16908228
Hmh,Hmbv,2025-10-04 06:18:00,2025-10-04 06:21:00,Spr,16908228
Hmbv,Ehv,2025-10-04 06:21:00,2025-10-04 06:28:00,Spr,16908228
Edn,Mtr,2025-10-04 06:32:00,2025-10-04 06:38:00,Spr,16908229
Mtr,Mt,2025-10-04 06:42:00,2025-10-04 06:45:00,Spr,16908229
Mt,Mes,2025-10-04 06:52:00,2025-10-04 06:57:00,Spr,16908229
Mes,Vk,2025-10-04 06:57:00,2025-10-04 07:02:00,Spr,16908229
Vk,Hrl,2025-10-04 07:03:00,2025-10-04 07:14:00,Spr,16908229
Hrl,Lg,2025-10-04 07:18:00,2025-10-04 07:22:00,Spr,16908229
Lg,Eghm,2025-10-04 07:22:00,2025-10-04 07:25:00,Spr,16908229
Gbr,Ese,2025-10-04 06:13:00,2025-10-04 06:16:00,Spr,16908230
Ese,Es,2025-10-04 06:16:00,2025-10-04 06:20:00,Spr,16908230
Gr,Bhdv,2025-10-04 06:09:00,2025-10-04 06:14:00,Spr,16908231
Bhdv,Gnd,2025-10-04 06:14:00,2025-10-04 06:18:00,Spr,16908231
Gnd,Hbzm,2025-10-04 06:18:00,2025-10-04 06:20:00,Spr,16908231
Hbzm,Sdt,2025-10-04 06:20:00,2025-10-04 06:22:00,Spr,16908231
Sdt,Sdtb,2025-10-04 06:23:00,2025-10-04 06:26:00,Spr,16908231
